AssemblyAccession	Taxid	SpeciesTaxid	Organism	AssemblyStatus	RefSeq_category	FtpPath_GenBank	FtpPath_RefSeq	FtpPath_Assembly_rpt
GCF_000265365.1	679935	214856	Alistipes finegoldii DSM 17242 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/365/GCA_000265365.1_ASM26536v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/365/GCF_000265365.1_ASM26536v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/365/GCF_000265365.1_ASM26536v1/GCF_000265365.1_ASM26536v1_assembly_report.txt
GCF_000265405.1	866536	232259	Belliella baltica DSM 15883 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/405/GCA_000265405.1_ASM26540v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/405/GCF_000265405.1_ASM26540v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/405/GCF_000265405.1_ASM26540v1/GCF_000265405.1_ASM26540v1_assembly_report.txt
GCF_000262715.1	1186051	1186051	Blattabacterium sp. (Blaberus giganteus) (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/715/GCA_000262715.1_ASM26271v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/715/GCF_000262715.1_ASM26271v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/715/GCF_000262715.1_ASM26271v1/GCF_000262715.1_ASM26271v1_assembly_report.txt
GCF_000242635.2	929556	995	Solitalea canadensis DSM 3403 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/635/GCA_000242635.3_ASM24263v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/635/GCF_000242635.2_ASM24263v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/635/GCF_000242635.2_ASM24263v3/GCF_000242635.2_ASM24263v3_assembly_report.txt
GCF_000261025.1	246198	28131	Prevotella intermedia 17 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/261/025/GCA_000261025.1_ASM26102v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/025/GCF_000261025.1_ASM26102v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/261/025/GCF_000261025.1_ASM26102v1/GCF_000261025.1_ASM26102v1_assembly_report.txt
GCF_000191565.1	992406	34085	Riemerella anatipestifer RA-GD (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/565/GCA_000191565.1_ASM19156v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/565/GCF_000191565.1_ASM19156v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/565/GCF_000191565.1_ASM19156v1/GCF_000191565.1_ASM19156v1_assembly_report.txt
GCF_001078055.1	1379910	1379910	Rufibacter radiotolerans (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/055/GCA_001078055.1_ASM107805v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/078/055/GCF_001078055.1_ASM107805v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/078/055/GCF_001078055.1_ASM107805v1/GCF_001078055.1_ASM107805v1_assembly_report.txt
GCF_001077795.1	1455062	34085	Riemerella anatipestifer Yb2 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/795/GCA_001077795.1_ASM107779v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/795/GCF_001077795.1_ASM107779v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/795/GCF_001077795.1_ASM107779v1/GCF_001077795.1_ASM107779v1_assembly_report.txt
GCF_000252855.1	693978	34085	Riemerella anatipestifer ATCC 11845 = DSM 15868 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/252/855/GCA_000252855.1_ASM25285v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/855/GCF_000252855.1_ASM25285v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/855/GCF_000252855.1_ASM25285v1/GCF_000252855.1_ASM25285v1_assembly_report.txt
GCF_001051115.1	34085	34085	Riemerella anatipestifer (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/051/115/GCA_001051115.1_ASM105111v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/115/GCF_001051115.1_ASM105111v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/115/GCF_001051115.1_ASM105111v1/GCF_001051115.1_ASM105111v1_assembly_report.txt
GCF_001051075.1	34085	34085	Riemerella anatipestifer (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/051/075/GCA_001051075.1_ASM105107v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/075/GCF_001051075.1_ASM105107v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/075/GCF_001051075.1_ASM105107v1/GCF_001051075.1_ASM105107v1_assembly_report.txt
GCF_001050135.1	320787	320787	Cyclobacterium amurskyense (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/135/GCA_001050135.1_ASM105013v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/135/GCF_001050135.1_ASM105013v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/135/GCF_001050135.1_ASM105013v1/GCF_001050135.1_ASM105013v1_assembly_report.txt
GCF_000250635.1	984262	1008	Saprospira grandis str. Lewin (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/250/635/GCA_000250635.1_ASM25063v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/635/GCF_000250635.1_ASM25063v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/635/GCF_000250635.1_ASM25063v1/GCF_000250635.1_ASM25063v1_assembly_report.txt
GCF_000210835.1	862962	817	Bacteroides fragilis 638R (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/835/GCA_000210835.1_ASM21083v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/835/GCF_000210835.1_ASM21083v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/835/GCF_000210835.1_ASM21083v1/GCF_000210835.1_ASM21083v1_assembly_report.txt
GCF_000238215.1	203275	28112	Tannerella forsythia 92A2 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/215/GCA_000238215.1_ASM23821v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/215/GCF_000238215.1_ASM23821v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/215/GCF_000238215.1_ASM23821v1/GCF_000238215.1_ASM23821v1_assembly_report.txt
GCF_000090405.2	761659	146919	Salinibacter ruber M8 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/090/405/GCA_000090405.1_ASM9040v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/405/GCF_000090405.2_ASM9040v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/405/GCF_000090405.2_ASM9040v2/GCF_000090405.2_ASM9040v2_assembly_report.txt
GCF_000246855.1	700598	354356	Niastella koreensis GR20-10 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/855/GCA_000246855.1_ASM24685v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/246/855/GCF_000246855.1_ASM24685v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/246/855/GCF_000246855.1_ASM24685v1/GCF_000246855.1_ASM24685v1_assembly_report.txt
GCF_000236705.1	926562	253245	Owenweeksia hongkongensis DSM 17368 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/705/GCA_000236705.1_ASM23670v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/705/GCF_000236705.1_ASM23670v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/705/GCF_000236705.1_ASM23670v1/GCF_000236705.1_ASM23670v1_assembly_report.txt
GCF_000236405.1	1075399	1075399	Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/405/GCA_000236405.1_ASM23640v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/405/GCF_000236405.1_ASM23640v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/405/GCF_000236405.1_ASM23640v1/GCF_000236405.1_ASM23640v1_assembly_report.txt
GCF_001021975.1	1324352	1324352	Chryseobacterium gallinarum (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/975/GCA_001021975.1_ASM102197v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/975/GCF_001021975.1_ASM102197v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/975/GCF_001021975.1_ASM102197v1/GCF_001021975.1_ASM102197v1_assembly_report.txt
GCF_001011675.1	1352940	1117645	Elizabethkingia anophelis FMS-007 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/011/675/GCA_001011675.1_ASM101167v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/011/675/GCF_001011675.1_ASM101167v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/011/675/GCF_001011675.1_ASM101167v1/GCF_001011675.1_ASM101167v1_assembly_report.txt
GCF_000974425.1	1379870	1379870	Spirosoma radiotolerans (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/425/GCA_000974425.1_ASM97442v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/425/GCF_000974425.1_ASM97442v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/425/GCF_000974425.1_ASM97442v1/GCF_000974425.1_ASM97442v1_assembly_report.txt
GCF_000973725.1	400092	400092	Pontibacter korlensis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/725/GCA_000973725.1_ASM97372v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/725/GCF_000973725.1_ASM97372v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/725/GCF_000973725.1_ASM97372v1/GCF_000973725.1_ASM97372v1_assembly_report.txt
GCF_000973105.1	63186	63186	Zobellia galactanivorans (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/105/GCA_000973105.1_ASM97310v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/105/GCF_000973105.1_ASM97310v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/105/GCF_000973105.1_ASM97310v1/GCF_000973105.1_ASM97310v1_assembly_report.txt
GCF_000965785.1	817	817	Bacteroides fragilis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/965/785/GCA_000965785.1_ASM96578v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/965/785/GCF_000965785.1_ASM96578v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/965/785/GCF_000965785.1_ASM96578v1/GCF_000965785.1_ASM96578v1_assembly_report.txt
GCF_000963865.1	516051	516051	Muricauda lutaonensis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/865/GCA_000963865.1_ASM96386v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/865/GCF_000963865.1_ASM96386v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/865/GCF_000963865.1_ASM96386v1/GCF_000963865.1_ASM96386v1_assembly_report.txt
GCF_000233435.1	1074889	39768	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/435/GCA_000233435.1_ASM23343v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/435/GCF_000233435.1_ASM23343v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/435/GCF_000233435.1_ASM23343v1/GCF_000233435.1_ASM23343v1_assembly_report.txt
GCF_000955665.1	172045	172045	Elizabethkingia miricola (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/955/665/GCA_000955665.1_ASM95566v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/665/GCF_000955665.1_ASM95566v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/665/GCF_000955665.1_ASM95566v1/GCF_000955665.1_ASM95566v1_assembly_report.txt
GCF_000953535.1	1562970	1562970	Fermentimonas caenicola (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/535/GCA_000953535.1_E5B	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/535/GCF_000953535.1_E5B	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/535/GCF_000953535.1_E5B/GCF_000953535.1_E5B_assembly_report.txt
GCF_000022605.2	331104	624186	Blattabacterium sp. (Blattella germanica) str. Bge (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/605/GCA_000022605.2_ASM2260v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/605/GCF_000022605.2_ASM2260v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/605/GCF_000022605.2_ASM2260v1/GCF_000022605.2_ASM2260v1_assembly_report.txt
GCF_000153165.2	313603	313603	Maribacter sp. HTCC2170 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/165/GCA_000153165.2_ASM15316v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/165/GCF_000153165.2_ASM15316v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/165/GCF_000153165.2_ASM15316v2/GCF_000153165.2_ASM15316v2_assembly_report.txt
GCF_000941055.1	1454006	762954	Siansivirga zeaxanthinifaciens CC-SAMT-1 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/941/055/GCA_000941055.1_ASM94105v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/055/GCF_000941055.1_ASM94105v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/055/GCF_000941055.1_ASM94105v1/GCF_000941055.1_ASM94105v1_assembly_report.txt
GCF_000224745.1	762570	29549	Rhodothermus marinus SG0.5JP17-172 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/745/GCA_000224745.1_ASM22474v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/745/GCF_000224745.1_ASM22474v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/745/GCF_000224745.1_ASM22474v1/GCF_000224745.1_ASM22474v1_assembly_report.txt
GCF_000224085.1	886377	111501	Muricauda ruestringensis DSM 13258 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/085/GCA_000224085.1_ASM22408v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/085/GCF_000224085.1_ASM22408v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/085/GCF_000224085.1_ASM22408v1/GCF_000224085.1_ASM22408v1_assembly_report.txt
GCF_000222485.1	880070	104	Cyclobacterium marinum DSM 745 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/485/GCA_000222485.1_ASM22248v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/485/GCF_000222485.1_ASM22248v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/485/GCF_000222485.1_ASM22248v1/GCF_000222485.1_ASM22248v1_assembly_report.txt
GCF_000220625.1	860228	28188	Capnocytophaga canimorsus Cc5 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/625/GCA_000220625.1_ASM22062v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/625/GCF_000220625.1_ASM22062v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/625/GCF_000220625.1_ASM22062v1/GCF_000220625.1_ASM22062v1_assembly_report.txt
GCF_000218895.1	761193	106	Runella slithyformis DSM 19594 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/895/GCA_000218895.1_ASM21889v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/895/GCF_000218895.1_ASM21889v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/895/GCF_000218895.1_ASM21889v1/GCF_000218895.1_ASM21889v1_assembly_report.txt
GCF_000211855.2	983544	983544	Lacinutrix sp. 5H-3-7-4 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/211/855/GCA_000211855.3_ASM21185v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/855/GCF_000211855.2_ASM21185v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/855/GCF_000211855.2_ASM21185v3/GCF_000211855.2_ASM21185v3_assembly_report.txt
GCF_000212735.1	760192	2350	Haliscomenobacter hydrossis DSM 1100 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/735/GCA_000212735.1_ASM21273v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/735/GCF_000212735.1_ASM21273v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/735/GCF_000212735.1_ASM21273v1/GCF_000212735.1_ASM21273v1_assembly_report.txt
GCF_000212375.1	879243	28123	Porphyromonas asaccharolytica DSM 20707 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/375/GCA_000212375.1_ASM21237v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/375/GCF_000212375.1_ASM21237v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/375/GCF_000212375.1_ASM21237v1/GCF_000212375.1_ASM21237v1_assembly_report.txt
GCF_000212355.1	983548	983548	Dokdonia sp. 4H-3-7-5 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/355/GCA_000212355.1_ASM21235v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/355/GCF_000212355.1_ASM21235v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/355/GCF_000212355.1_ASM21235v1/GCF_000212355.1_ASM21235v1_assembly_report.txt
GCF_000190595.1	867900	979	Cellulophaga lytica DSM 7489 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/595/GCA_000190595.1_ASM19059v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/595/GCF_000190595.1_ASM19059v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/595/GCF_000190595.1_ASM19059v1/GCF_000190595.1_ASM19059v1_assembly_report.txt
GCF_000190575.1	667015	376805	Phocaeicola salanitronis DSM 18170 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/575/GCA_000190575.1_ASM19057v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/575/GCF_000190575.1_ASM19057v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/575/GCF_000190575.1_ASM19057v1/GCF_000190575.1_ASM19057v1_assembly_report.txt
GCF_000190535.1	709991	28118	Odoribacter splanchnicus DSM 20712 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/535/GCA_000190535.1_ASM19053v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/535/GCF_000190535.1_ASM19053v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/535/GCF_000190535.1_ASM19053v1/GCF_000190535.1_ASM19053v1_assembly_report.txt
GCF_000186265.1	688270	59600	Cellulophaga algicola DSM 14237 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/265/GCA_000186265.1_ASM18626v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/265/GCF_000186265.1_ASM18626v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/265/GCF_000186265.1_ASM18626v1/GCF_000186265.1_ASM18626v1_assembly_report.txt
GCF_000186225.1	693979	290053	Bacteroides helcogenes P 36-108 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/225/GCA_000186225.1_ASM18622v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/225/GCF_000186225.1_ASM18622v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/225/GCF_000186225.1_ASM18622v1/GCF_000186225.1_ASM18622v1_assembly_report.txt
GCF_000183425.1	643867	1006	Marivirga tractuosa DSM 4126 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/425/GCA_000183425.1_ASM18342v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/425/GCF_000183425.1_ASM18342v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/425/GCF_000183425.1_ASM18342v1/GCF_000183425.1_ASM18342v1_assembly_report.txt
GCF_000183155.1	693978	34085	Riemerella anatipestifer ATCC 11845 = DSM 15868 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/155/GCA_000183155.1_ASM18315v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/155/GCF_000183155.1_ASM18315v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/155/GCF_000183155.1_ASM18315v1/GCF_000183155.1_ASM18315v1_assembly_report.txt
GCF_000183135.1	694427	185300	Paludibacter propionicigenes WB4 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/135/GCA_000183135.1_ASM18313v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/135/GCF_000183135.1_ASM18313v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/135/GCF_000183135.1_ASM18313v1/GCF_000183135.1_ASM18313v1_assembly_report.txt
GCF_000166395.1	649349	316068	Leadbetterella byssophila DSM 17132 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/395/GCA_000166395.1_ASM16639v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/395/GCF_000166395.1_ASM16639v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/395/GCF_000166395.1_ASM16639v1/GCF_000166395.1_ASM16639v1_assembly_report.txt
GCF_000147035.1	706194	336810	Candidatus Sulcia muelleri CARI (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/035/GCA_000147035.1_ASM14703v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/035/GCF_000147035.1_ASM14703v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/035/GCF_000147035.1_ASM14703v1/GCF_000147035.1_ASM14703v1_assembly_report.txt
GCF_000144405.1	553174	28132	Prevotella melaninogenica ATCC 25845 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/405/GCA_000144405.1_ASM14440v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/405/GCF_000144405.1_ASM14440v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/405/GCF_000144405.1_ASM14440v1/GCF_000144405.1_ASM14440v1_assembly_report.txt
GCF_000196315.1	216432	313588	Croceibacter atlanticus HTCC2559 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/315/GCA_000196315.1_ASM19631v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/315/GCF_000196315.1_ASM19631v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/315/GCF_000196315.1_ASM19631v1/GCF_000196315.1_ASM19631v1_assembly_report.txt
GCF_000190735.1	762903	151895	Pseudopedobacter saltans DSM 12145 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/735/GCA_000190735.2_ASM19073v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/735/GCF_000190735.1_ASM19073v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/735/GCF_000190735.1_ASM19073v2/GCF_000190735.1_ASM19073v2_assembly_report.txt
GCF_000194605.1	755732	191579	Fluviicola taffensis DSM 16823 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/605/GCA_000194605.1_ASM19460v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/605/GCF_000194605.1_ASM19460v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/605/GCF_000194605.1_ASM19460v1/GCF_000194605.1_ASM19460v1_assembly_report.txt
